name,domain,website_url,careers_url,sequoia_jobs_url,sequoia_portfolio_url,linkedin_url,twitter_url,github_url,facebook_url,instagram_url,youtube_url,all_social_links,ats_platform,total_jobs,num_remote_jobs,logo_url,linkedin_logo_url,industries,markets,office_locations,stages,staff_count,email_domains,investors,founded,crunchbase_url,org_type,description,slug,id
ANSR,ansr.com,https://ansr.com,https://jobs.sequoiacap.com/companies/ansr-2-f6172078-8c3d-4766-b5fd-070c311d5369,https://jobs.sequoiacap.com/companies/ansr-2-f6172078-8c3d-4766-b5fd-070c311d5369,https://www.sequoiacap.com/companies/ansr-2-f6172078-8c3d-4766-b5fd-070c311d5369/,https://www.linkedin.com/company/ansr-consulting,https://twitter.com/ansrglobal,,,,,https://www.linkedin.com/company/ansr-consulting | https://twitter.com/ansrglobal,,0,0,,,"Business Consulting and Services, Business Development, Information Technology",,"Riverway Estates/Bruton Terrace, Dallas, TX, USA, Bengaluru, Karnataka, India, Bangalore Urban, Karnataka, India, Dallas, TX, USA, Hyderabad, Telangana, India, Karnataka, India",series_unknown,846,,,2008,https://www.crunchbase.com/organization/ansr-consulting,private,"ANSR Consulting is providing end-to-end services for companies, setting up captive service centers.",ansr-2-f6172078-8c3d-4766-b5fd-070c311d5369,904680
Anthropic,anthropic.com,https://anthropic.com,https://jobs.sequoiacap.com/companies/anthropic,https://jobs.sequoiacap.com/companies/anthropic,https://www.sequoiacap.com/companies/anthropic/,https://www.linkedin.com/company/74126343,https://twitter.com/AnthropicAI,,https://www.facebook.com/AnthropicAI,,,https://www.linkedin.com/company/74126343 | https://twitter.com/AnthropicAI | https://www.facebook.com/AnthropicAI,,0,0,,,"Agentic AI, Artificial Intelligence (AI), Foundational AI, Generative AI, Machine Learning, Software",,"London, UK, San Francisco, CA, USA",other,2500,,,2021,https://www.crunchbase.com/organization/anthropic,private,"Anthropic conducts AI research and develops AI products, including the Claude AI model family. The company focuses on building AI for human well-being, emphasizing safety in its research, policy work, and product design. Anthropic offers various Claude models, such as Opus and Sonnet, for AI-powered applications and custom experiences, supporting coding and AI agents.",anthropic,69429
Anyfin,anyfin.com,https://anyfin.com,https://jobs.sequoiacap.com/companies/anyfin,https://jobs.sequoiacap.com/companies/anyfin,https://www.sequoiacap.com/companies/anyfin/,https://www.linkedin.com/company/16217591,https://twitter.com/anyfin_com,,https://facebook.com/anyfin.se,,,https://www.linkedin.com/company/16217591 | https://twitter.com/anyfin_com | https://facebook.com/anyfin.se,,0,0,,,"Consumer Lending, Credit, Finance, Financial Services, Fintech, Lending",,"Stockholm, Sweden, Norrmalm, Stockholm, Sweden, 148 40 Segersäng, Sweden",series_c,103,,,2017,https://www.crunchbase.com/organization/anyfin#section-overview,private,"We want to help as many as possible to the best possible financial situation. Using new technology, we develop fair, simple, and smart services that help you get more from your finances. So that you can do more of what makes you feel good.  We saw that many paid unnecessary high interest and fees for part-payments, credit cards, and private loans. So that’s where we started out. Through smart technology and skipping unnecessary middlemen, we could offer the lowest possible rate. And we decided straight away: we would always try to help you improve your finances. Never give an offer if we can’t improve your situation. Only make things better.  You could say we started out by helping you deal with your financial past. That was in 2018. In 2020, we launched more services, for instance, helping you keep track of subscriptions and plan your finances. Ways to simplify your financial everyday life. So that we can help you build your financial future. And we’re just getting started.  Anyfin is headquartered in Stockholm, Sweden.",anyfin,26642
Apna Mart,apnamart.in,https://apnamart.in,https://jobs.sequoiacap.com/companies/apna-mart,https://jobs.sequoiacap.com/companies/apna-mart,https://www.sequoiacap.com/companies/apna-mart/,https://www.linkedin.com/company/82019287,,,https://www.facebook.com/apnamarthq,https://www.instagram.com/apnamart_official/,,https://www.linkedin.com/company/82019287 | https://www.facebook.com/apnamarthq | https://www.instagram.com/apnamart_official/,,0,0,,,"Apps, Consumer Goods, Grocery, Retail, Shopping, Technology, Information and Internet",,"Bengaluru, Karnataka, India, Bangalore Urban, Karnataka, India, Ranchi, Jharkhand, India",series_b,42,,,2021,https://crunchbase.com/organization/apnamart,private,ApnaMart is a shop and online retail store.,apna-mart,904681
Appbrew,appbrew.tech,https://appbrew.tech,https://jobs.sequoiacap.com/companies/appbrew-2,https://jobs.sequoiacap.com/companies/appbrew-2,https://www.sequoiacap.com/companies/appbrew-2/,https://www.linkedin.com/company/79494516,https://twitter.com/appbrewinc,,,,,https://www.linkedin.com/company/79494516 | https://twitter.com/appbrewinc,,0,0,,,"App Marketing, Direct Marketing, E-Commerce, E-Commerce Platforms, Mobile Apps, SaaS, Software Development",,"New York, NY, USA, Wilmington, DE, USA, San Francisco, CA, USA",seed,49,,,2022,https://crunchbase.com/organization/appbrew,private,"Appbrew empowers brands to build and scale high conversion mobile apps through a no-code platform. We are backed by Accel Partners, prominent DTC, and SaaS founders.",appbrew-2,294423
Appsmith,appsmith.com,https://appsmith.com,https://jobs.sequoiacap.com/companies/appsmith,https://jobs.sequoiacap.com/companies/appsmith,https://www.sequoiacap.com/companies/appsmith/,https://www.linkedin.com/company/14748494,https://twitter.com/theappsmith,,,,,https://www.linkedin.com/company/14748494 | https://twitter.com/theappsmith,,0,0,,,"Apps, Artificial Intelligence (AI), Information Technology, Software, Software Development",,"Bengaluru, Karnataka, India, San Francisco, CA, USA",series_unknown,70,,,2019,https://crunchbase.com/organization/appsmith,private,"Appsmith provides open-source low code software that helps developers build custom internal and CRUD (Create, Read, Update, and Delete) type applications quickly. The company was founded in mid-2019, and its open-source software has been downloaded over 5 million times, with users at over 1,000 enterprises in 100-plus countries.",appsmith,64394
Aptly,getaptly.com,https://getaptly.com,https://jobs.sequoiacap.com/companies/aptly,https://jobs.sequoiacap.com/companies/aptly,https://www.sequoiacap.com/companies/aptly/,https://www.linkedin.com/company/27197800,https://twitter.com/getaptly,,https://www.facebook.com/getaptly/,,,https://www.linkedin.com/company/27197800 | https://twitter.com/getaptly | https://www.facebook.com/getaptly/,,0,0,,,"CRM, Real Estate, SaaS, Software, Software Development, Unified Communications",,"San Rafael, CA, USA, San Francisco, CA, USA",seed,30,,,2016,https://crunchbase.com/organization/aptly,private,"Aptly uses Artificial Intelligence and Machine Learning to help property teams drive higher retention and renewals by recognizing effective communication patterns from millions of property conversations. Aptly analyzes email, SMS, and phone calls so property teams and executives can understand what’s happening in every conversation. Aptly then correlates these conversation insights with property management data to route conversations to the most qualified team member and suggest or automate responses. Additionally, it automates gathering feedback in a survey which gets factored into a resident and property happiness score.  Our team has 80 years of combined real estate experience, scaled and exited (IPO) a SaaS solution for the rentals industry, and is backed by Accel Ventures, Slack Fund, and C-Level executives from Facebook, Salesforce.com, and Twilio.",aptly,904682
Arista Networks,arista.com,https://arista.com,https://jobs.sequoiacap.com/companies/arista-networks-2,https://jobs.sequoiacap.com/companies/arista-networks-2,https://www.sequoiacap.com/companies/arista-networks-2/,https://www.linkedin.com/company/80069,https://twitter.com/aristanetworks,,https://facebook.com/aristanw,,,https://www.linkedin.com/company/80069 | https://twitter.com/aristanetworks | https://facebook.com/aristanw,,0,0,,,"AI Infrastructure, Cloud Computing, Data Center Automation, Hardware, Information Technology, Software",,"San Francisco, CA, USA, Burnaby, BC, Canada, Shannon, Co. Clare, Ireland, Singapore, Pune, Maharashtra, India, Cary, NC, USA, Bayan Lepas, Penang, Malaysia, Dublin, Ireland, Sydney NSW, Australia, Bengaluru, Karnataka, India, Seongnam-si, Gyeonggi-do, South Korea, Austin, TX, USA, Nashua, NH, USA, New York, NY, USA, Santa Clara, CA, USA",other,4412,,,2004,https://crunchbase.com/organization/arista-networks,public,"Arista Networks is the leader in building scalable, high-performance, and ultra-low-latency networks for today's data center and cloud computing environments.",arista-networks-2,24966
Armadin,armadin.com,https://armadin.com,https://jobs.sequoiacap.com/companies/armadin-2,https://jobs.sequoiacap.com/companies/armadin-2,https://www.sequoiacap.com/companies/armadin-2/,https://www.linkedin.com/company/armadin,,,,,,https://www.linkedin.com/company/armadin,,0,0,,,"Artificial Intelligence (AI), Cyber Security, Security",,"Menlo Park, CA, USA, San Francisco, CA, USA",series_a,,,,2025,https://www.crunchbase.com/organization/armadin,private,Armadin Security is an AI-powered cybersecurity company that specializes in real-time threat hunting.,armadin-2,4869887
Ascend.io,ascend.io,https://ascend.io,https://jobs.sequoiacap.com/companies/ascend-io,https://jobs.sequoiacap.com/companies/ascend-io,https://www.sequoiacap.com/companies/ascend-io/,https://www.linkedin.com/company/6823784,https://twitter.com/ascend_io,,https://facebook.com/teamascend.io,,,https://www.linkedin.com/company/6823784 | https://twitter.com/ascend_io | https://facebook.com/teamascend.io,,0,0,,,"Analytics, Artificial Intelligence (AI), Big Data, Data Center Automation, SaaS, Software, Software Development",,"Palo Alto, CA, USA, Menlo Park, CA, USA",series_b,20,,,2015,https://crunchbase.com/organization/ascend-io,private,"Ascend.io, named a 2021 Gartner Cool Vendor, provides the most advanced automation for data and analytics engineering workloads. Ascend unifies the core capabilities of data engineering—data ingestion, transformation, delivery, orchestration, and observability—into a single platform so that data teams deliver 10x faster. Ascend is backed by the world’s leading venture capital firms, including Accel, Sequoia Capital, Lightspeed Venture Partners, and 8VC; and supported by notable advisors, such as Kevin Scott, CTO of Microsoft; Maynard Webb, Board Member of Salesforce and Visa; Scott McNealy, former Sun Microsystems CEO; Luanne Dauber, former CMO at Confluent and VP Marketing at Pure Storage; and Deep Nishar, Senior Managing Partner of Softbank Vision Fund. For more information about Ascend, visit www.ascend.io.",ascend-io,32765
AssemblyAI,assemblyai.com,https://assemblyai.com,https://jobs.sequoiacap.com/companies/assemblyai,https://jobs.sequoiacap.com/companies/assemblyai,https://www.sequoiacap.com/companies/assemblyai/,https://www.linkedin.com/company/18644094,https://twitter.com/assemblyai,,https://facebook.com/assemblyai,,,https://www.linkedin.com/company/18644094 | https://twitter.com/assemblyai | https://facebook.com/assemblyai,,0,0,,,"Artificial Intelligence (AI), Developer APIs, Foundational AI, Generative AI, Information Technology, Speech Recognition",,"San Francisco, CA, USA",series_c,91,,,2017,https://crunchbase.com/organization/assemblyai,private,"Speech AI technology development and advancement are the main goals of the AssemblyAI company. Building and scaling extremely accurate, user-friendly, and secure speech recognition models is the main focus of their work. These models are made to interpret and comprehend human speech, and thousands of users, top businesses, and developers around the world are already making extensive use of their technology. The company aims to expand Speech Artificial Intelligence by developing sophisticated models that will open up whole new kinds of voice data-based applications and goods. In essence, they are trying to democratize and innovate the potential of Speech Artificial Intelligence for a variety of use cases and sectors.",assemblyai,66141
Astral,astral.sh,https://astral.sh,https://jobs.sequoiacap.com/companies/astral-2-bf671fc5-49e7-4391-9064-c5f39e6ace97,https://jobs.sequoiacap.com/companies/astral-2-bf671fc5-49e7-4391-9064-c5f39e6ace97,https://www.sequoiacap.com/companies/astral-2-bf671fc5-49e7-4391-9064-c5f39e6ace97/,https://www.linkedin.com/company/astral-dx-an-api-success-company,https://twitter.com/astral_sh,,,,,https://www.linkedin.com/company/astral-dx-an-api-success-company | https://twitter.com/astral_sh,,0,0,,,"Artificial Intelligence (AI), Developer Tools, Machine Learning, Software",,"East New York, Brooklyn, NY, USA, Union Square, New York, NY, USA",acquisition,19,,,2021,https://www.crunchbase.com/organization/astral-fd88,private,"Astral develops high-performance developer tools designed to improve productivity in the Python ecosystem. The company creates tools such as Ruff, a fast Python linter and formatter, and UV, a package and project manager, many of which are written in Rust to enhance speed and efficiency. Its products support developers in tasks such as code quality enforcement, dependency management, and type checking across Python projects. Astral focuses on building unified tooling that simplifies development workflows and integrates multiple functions into a cohesive environment.",astral-2-bf671fc5-49e7-4391-9064-c5f39e6ace97,2066455
Astro,astronauts.id,https://astronauts.id,https://jobs.sequoiacap.com/companies/astro-2-45e168ab-5c7e-4220-b5f4-4cec42371c16,https://jobs.sequoiacap.com/companies/astro-2-45e168ab-5c7e-4220-b5f4-4cec42371c16,https://www.sequoiacap.com/companies/astro-2-45e168ab-5c7e-4220-b5f4-4cec42371c16/,https://www.linkedin.com/company/75575585,https://twitter.com/astronauts_id,,https://facebook.com/astronauts.id,instagram.com/astronauts.id,,https://www.linkedin.com/company/75575585 | https://twitter.com/astronauts_id | https://facebook.com/astronauts.id | instagram.com/astronauts.id,,0,0,,,"Delivery, Delivery Service, E-Commerce, Grocery, Internet, Technology, Information and Internet",,"Outpost Estates, Los Angeles, CA, USA, Jakarta, Indonesia",series_c,194,,,2021,https://crunchbase.com/organization/astro-indonesia,private,"Astro is Indonesia’s first and fastest-growing quick commerce platform, delivering groceries and essentials in minutes, 24/7.  With a mission to simplify lives, Astro saves people time, energy, and money through speed and convenience. Inspired by real astronauts, the company embodies boldness, innovation, and agility in everything it does.",astro-2-45e168ab-5c7e-4220-b5f4-4cec42371c16,904684
Atlassian,atlassian.com,https://atlassian.com,https://jobs.sequoiacap.com/companies/atlassian,https://jobs.sequoiacap.com/companies/atlassian,https://www.sequoiacap.com/companies/atlassian/,https://www.linkedin.com/company/22688,https://twitter.com/atlassian,,https://facebook.com/atlassiansoftware,,,https://www.linkedin.com/company/22688 | https://twitter.com/atlassian | https://facebook.com/atlassiansoftware,,0,0,,,"Collaboration, Developer Tools, Enterprise Software, Management Consulting, SaaS, Software, Software Development, Technology",,"San Francisco, CA, USA, Yokohama, Kanagawa Prefecture, Japan, Boston, MA, USA, Blacksburg, VA, USA, Gdańsk, Poland, Amsterdam, Netherlands, Sydney NSW, Australia, Mountain View, CA, USA, Bengaluru, Karnataka, India, Ankara, Turkey, Sydney, NSW, Australia, Austin, TX, USA, Taguig, Metro Manila, Philippines, New York, NY, USA",ipo,12000,,,2002,https://crunchbase.com/organization/atlassian,public,"Atlassian develops collaboration and productivity software that helps teams plan, build, and support work. Its products include tools for project management, software development, collaboration, and IT service management, delivered primarily through cloud-based subscription models.",atlassian,27040
Atrato,atratopago.com,https://atratopago.com,https://jobs.sequoiacap.com/companies/atrato-2,https://jobs.sequoiacap.com/companies/atrato-2,https://www.sequoiacap.com/companies/atrato-2/,https://www.linkedin.com/company/36015694,https://twitter.com/atratopago,,https://www.facebook.com/atratopago,instagram.com/atratopago,,https://www.linkedin.com/company/36015694 | https://twitter.com/atratopago | https://www.facebook.com/atratopago | instagram.com/atratopago,,0,0,,,"E-Commerce, Financial Services, Fintech, Payments",,"Puerta de Hierro, Guadalajara Zapopan, Jalisco, Mexico, Mexico City, Mexico, Mexico",other,62,,,2019,https://crunchbase.com/organization/atrato-pago,private,"Atrato is a fintech company that allows affiliated merchants to offer a safe, accessible, and reliable buy now, pay later method to their customers. Customers can use Atrato to make purchases at affiliated stores, either online or in person, and pay them off over the course of up to 24 months without using a credit or debit card. Atrato's mission is to provide fair financial tools and services that improve Latin America's quality of life.",atrato-2,62230
Aura,aura.com,https://aura.com,https://jobs.sequoiacap.com/companies/aura,https://jobs.sequoiacap.com/companies/aura,https://www.sequoiacap.com/companies/aura/,,,,,,,,,0,0,,,,,"Boston, MA, USA, Burlington, VT, USA, West Street / River Street, Boston, MA, USA",other,,,,,,,"Aura is an Information Technology company dedicated to creating a safer internet for everyone. People are doing more online than ever, but as our lives get more connected, it's hard to know what’s safe. Aura believes people should be able to live their digital lives with peace of mind. Its mission is to create a safer internet by making comprehensive digital security simple to understand and easy to use so everyone can stay safe online.",aura,26289
Autonomy,autonomy.com,https://autonomy.com,https://jobs.sequoiacap.com/companies/autonomy-2-e90f1780-b676-42bc-a046-23985185282c,https://jobs.sequoiacap.com/companies/autonomy-2-e90f1780-b676-42bc-a046-23985185282c,https://www.sequoiacap.com/companies/autonomy-2-e90f1780-b676-42bc-a046-23985185282c/,https://www.linkedin.com/company/77731081,https://twitter.com/drive_autonomy,,https://facebook.com/hpautonomy,instagram.com/driveautonomy,,https://www.linkedin.com/company/77731081 | https://twitter.com/drive_autonomy | https://facebook.com/hpautonomy | instagram.com/driveautonomy,,0,0,,,"Analytics, Consumer Electronics, Database, Infrastructure, Software, Software Development",,"Streetly End, Cambridge CB21 4RP, UK, Santa Monica, CA, USA, San Francisco, CA, USA",acquisition,43,,,1996,https://www.crunchbase.com/organization/autonomy,private,"Autonomy, an HP company, is a software company specializing in helping organizations globally derive meaning from information. As an industry pioneer, Autonomy's technology is designed to interpret and process unstructured human information, enabling businesses to extract real value from this data.  Human information, which constitutes most content today, exists in various formats such as documents, emails, pictures, audio, video, and communications through mobile and social media. Unlike traditional tagging or keyword-based solutions, Autonomy employs advanced pattern-matching technology to understand this data comprehensively. This approach allows computers to capture the meaning of all types of information, including structured, extreme, or big data from diverse sources like databases, call detail records, gene sequencing, sensors, algorithmic trading, and click streams. Autonomy’s software aims to simplify complexity and unlock the true value within data.  Autonomy's solutions are designed to comprehend the full spectrum of enterprise information and its relationships. By enabling computers to grasp the nuances of information beyond binary classifications, organizations can automate processes, ensure regulatory compliance, act in real-time, and enhance business outcomes.  The challenge with human information lies in its unstructured nature; it does not conform to the orderly format of databases but is found in various forms such as books, emails, surveillance videos, chat streams, and phone calls across different platforms and devices. This unstructured information grows at a rate three times faster than structured data, representing approximately 90 percent of all information. Modern enterprises face the challenge of understanding and extracting value from this extensive and diverse data.  With Autonomy, organizations can now process and comprehend the meaning of all types of information in real-time. This development marks a significant shift in information technology, focusing on enhancing the understanding aspect rather than just the technological components.",autonomy-2-e90f1780-b676-42bc-a046-23985185282c,69538
Avenue,avenue.app,https://avenue.app,https://jobs.sequoiacap.com/companies/avenue-2-1ba45e9e-fcd5-4ffb-8263-7ea651d7055b,https://jobs.sequoiacap.com/companies/avenue-2-1ba45e9e-fcd5-4ffb-8263-7ea651d7055b,https://www.sequoiacap.com/companies/avenue-2-1ba45e9e-fcd5-4ffb-8263-7ea651d7055b/,https://www.linkedin.com/company/68262492,https://twitter.com/useavenue,,,,,https://www.linkedin.com/company/68262492 | https://twitter.com/useavenue,,0,0,,,"Software, Software Development",,"York, NE, USA, New York, NY, USA, Union Square, New York, NY, USA","acquisition, other",14,,,2020,https://crunchbase.com/organization/avenue-2468,private,"Avenue is a simple way for business teams to set up alerts from their database or data warehouse. Think PAGERDUTY for business operations teams. Operations teams create set-and-forget alerts on all their data, so they can be more proactive with their time and monitor on more nuanced triggers than just what fits on their dashboard page. Avenue can improve response times to critical problems from several days to real-time by alerting directly on the data sources that customers already use.",avenue-2-1ba45e9e-fcd5-4ffb-8263-7ea651d7055b,904685
